RN	JH	CSRQ	JCDM	CW	YQMC	YQXH	JSXH	ZRYL	JDDS1	JDDS2	YCZMC	XCH	XFCH	DYCZMC	DXCH	DXFCH	HD	YXHD	ZRL	ZRBFS	TZBZ	BZ	HZJH	CH
9823	B1-3-D59	2016/8/10	502	S28A			1	12.6	963.6	966.6	S2	8A					3	1.5	22.9	19.08			B1-3-D59	
9824	B1-3-D59	2016/8/10	502	S29			2	12.6	969.4	969.9	S2	9					0.5	0	9.17	7.64			B1-3-D59	
9825	B1-3-D59	2016/8/10	502	S29-10			3	12.6	971	972.7	S2	9-10					1.7	0.8	12.13	10.11			B1-3-D59	
9826	B1-3-D59	2016/8/10	502	P28B～P28C			4	12.6	1083.7	1085.3	P2	8B		P2	8C		1.6	0.2	11.62	9.68			B1-3-D59	
9827	B1-3-D59	2016/8/10	502	P28-9			5	12.6	1086.4	1087.7	P2	8-9					1.3	0	19.57	16.31			B1-3-D59	
9828	B1-3-D59	2016/8/10	502	P29			6	12.6	1088.5	1090.2	P2	9					1.7	0	23.07	19.23			B1-3-D59	
9829	B1-3-D59	2016/8/10	502	"P210B,10A"			7	12.6	1091.6	1094.7	P2	"10B,10A"					3.1	0	21.54	17.95			B1-3-D59	
9951	B1-3-D59	2016/12/8	502	"S213,12B"	同位素五参数组合测井仪	MP38B-YCGW	1	11.8	979.8	982.8	S2	"13,12B"					3	1.4	50.61	34.43			B1-3-D59	
9952	B1-3-D59	2016/12/8	502	S214	同位素五参数组合测井仪	MP38B-YCGW	2	11.8	984.3	984.92	S2	14					0.6	0	3.88	2.64			B1-3-D59	
9953	B1-3-D59	2016/12/8	502		同位素五参数组合测井仪	MP38B-YCGW	3	11.8	984.92	986.6	S2	14					1.7	0	4.44	3.02			B1-3-D59	
9954	B1-3-D59	2016/12/8	502	"S39B,9A"	同位素五参数组合测井仪	MP38B-YCGW	4	11.8	1018.3	1019.7	S3	"9B,9A"					1.4	0	64.57	43.92			B1-3-D59	
9955	B1-3-D59	2016/12/8	502	P28B	同位素五参数组合测井仪	MP38B-YCGW	5	11.8	1083.7	1084.3	P2	8B					0.6	0.2	12.45	8.47			B1-3-D59	
9956	B1-3-D59	2016/12/8	502	"P210B,10A"	同位素五参数组合测井仪	MP38B-YCGW	6	11.8	1091.6	1094.7	P2	"10B,10A"					3.1	0	11.05	7.52			B1-3-D59	
2467	B1-3-D60	2005/1/27	502	"P1*6C,6B"			1	5.9	1067.3	1068.7	P1	"*6C,6B"					1.4	0.4	0.61	20.28	0		B1-3-D60	
2468	B1-3-D60	2005/1/27	502	P2*8A			3	5.9	1096.2	1097	P2	*8A					0.8	0	0.11	3.66	0		B1-3-D60	
2469	B1-3-D60	2005/1/27	502	"P17B,*7B"			2	5.9	1071.2	1072.8	P1	"7B,*7B"					1.6	0	1.01	33.8	0		B1-3-D60	
2470	B1-3-D60	2005/1/27	502	P210A			4	5.9	1102.8	1105	P2	10A					2.2	1.7	1.27	42.25	0		B1-3-D60	
3795	B1-3-D60	2007/8/21	502	S2*15+16			1	7.5	1001.4	1004.4	S2	*15+16					3	0	3	4.52	0		B1-3-D60	
3796	B1-3-D60	2007/8/21	502	S33B			3	7.5	1012.7	1013.1	S3	3B					0.4	1	6	9.09	0		B1-3-D60	
3797	B1-3-D60	2007/8/21	502	"P17B,*7B"			7	7.5	1071.2	1072.8	P1	"7B,*7B"					1.6	0	6	9.45	0		B1-3-D60	
3798	B1-3-D60	2007/8/21	502	"P1*6C,6B"			6	7.5	1067.3	1068.7	P1	"*6C,6B"					1.4	0.4	11	16.36	0		B1-3-D60	
3799	B1-3-D60	2007/8/21	502	"P2*9,8B"			8	7.5	1098.1	1099.4	P2	"*9,8B"					1.3	1.7	2	2.84	0		B1-3-D60	
3800	B1-3-D60	2007/8/21	502	P210A			9	7.5	1102.8	1105	P2	10A					2.2	0.2	2	3.53	0		B1-3-D60	
3801	B1-3-D60	2007/8/21	502	S38			5	7.5	1021	1025.8	S3	5+6B		S3	8		4.8	2.4	30	43.08	0		B1-3-D60	
3802	B1-3-D60	2007/8/21	502	S33D			4	7.5	1013.8	1015.7	S3	3C		S3	3D		1.9	0.8	5	7.44	0		B1-3-D60	
3803	B1-3-D60	2007/8/21	502	S3*3A			2	7.5	1011	1011.5	S3	*3A					0.5	0.2	2	3.68	0		B1-3-D60	
4632	B1-3-D60	2009/5/8	502	"P1*6C,6B"	五参数组合测井仪	MP38-85E	1	9.6	1067.3	1070.3	P1	"*6C,6B"		P1	7A		3	0.8	12	17.18	0		B1-3-D60	
4633	B1-3-D60	2009/5/8	502	P210A	五参数组合测井仪	MP38-85E	3	9.6	1102.8	1106.3	P2	10A		P2	10B		3.5	1.9	43	61.95	0		B1-3-D60	
4634	B1-3-D60	2009/5/8	502	"P17B,*7B"	五参数组合测井仪	MP38-85E	2	9.6	1071.2	1072.8	P1	"7B,*7B"					1.6	0	14	20.87	0		B1-3-D60	
6357	B1-3-D60	2011/4/1	502	"P16C,6B"	五参数组合测井仪	MP38-85E	1	11.1	1067.3	1068.7	P1	"6C,6B"					1.4	0	13.74	19.08			B1-3-D60	
6358	B1-3-D60	2011/4/1	502	P17B	五参数组合测井仪	MP38-85E	2	11.1	1071.2	1072.8	P1	7B					1.6	0.6	8.91	12.37			B1-3-D60	
6359	B1-3-D60	2011/4/1	502	P28A	五参数组合测井仪	MP38-85E	3	11.1	1096.2	1097	P2	8A					0.8	0	15.4	21.39			B1-3-D60	
6360	B1-3-D60	2011/4/1	502	P210A	五参数组合测井仪	MP38-85E	4	11.1	1102.8	1106.3	P2	10A		P2	10B		3.5	1.9	33.95	47.15			B1-3-D60	
6502	B1-3-D60	2011/6/17	502	"P16C,6B"	五参数组合测井仪	MP38-85E	1	10.8	1067.3	1068.7	P1	"6C,6B"					1.4	0	8.92	11.74			B1-3-D60	
6503	B1-3-D60	2011/6/17	502	P17A	五参数组合测井仪	MP38-85E	2	10.8	1069.7	1070.3	P1	7A					0.6	0.4	2.7	3.55			B1-3-D60	
6504	B1-3-D60	2011/6/17	502	P17B	五参数组合测井仪	MP38-85E	3	10.8	1071.2	1072.8	P1	7B					1.6	0.6	7.25	9.54			B1-3-D60	
6505	B1-3-D60	2011/6/17	502	P28A	五参数组合测井仪	MP38-85E	4	10.8	1096.2	1097	P2	8A					0.8	0	14.97	19.7			B1-3-D60	
6506	B1-3-D60	2011/6/17	502	"P29,8B"	五参数组合测井仪	MP38-85E	5	10.8	1098.1	1099.4	P2	"9,8B"					1.3	0	26.22	34.5			B1-3-D60	
6507	B1-3-D60	2011/6/17	502	P210A	五参数组合测井仪	MP38-85E	6	10.8	1102.8	1104.28							1.5	0	7.89	10.38			B1-3-D60	
6508	B1-3-D60	2011/6/17	502	P210A	五参数组合测井仪	MP38-85E	7	10.8	1104.28	1105							0.7	0	8.05	10.59			B1-3-D60	
7671	B1-3-D60	2013/10/15	502	S215+16		0817	1	10.7	1001.4	1004.4	S2	15+16					3	0	3.98	4.42			B1-3-D60	
7672	B1-3-D60	2013/10/15	502	S31B		0817	2	10.7	1006.6	1007.3	S3	1B					0.7	0	1.07	1.19			B1-3-D60	
7673	B1-3-D60	2013/10/15	502	S33B		0817	3	10.7	1012.7	1013.1	S3	3B					0.4	0.2	1.31	1.46			B1-3-D60	
7674	B1-3-D60	2013/10/15	502	S33C～S33D		0817	4	10.7	1013.8	1015.7	S3	3C		S3	3D		1.9	1.2	14.11	15.68			B1-3-D60	
7675	B1-3-D60	2013/10/15	502	S38		0817	5	10.7	1025.2	1025.8	S3	8					0.6	0.6	2.13	2.37			B1-3-D60	
7676	B1-3-D60	2013/10/15	502	"P16C,6B"		0817	6	10.7	1067.3	1068.7	P1	"6C,6B"					1.4	0	8.67	9.63			B1-3-D60	
7677	B1-3-D60	2013/10/15	502	P17B		0817	7	10.7	1071.2	1072.8	P1	7B					1.6	0.6	29.05	32.28			B1-3-D60	
7678	B1-3-D60	2013/10/15	502	P28A		0817	8	10.7	1096.2	1097	P2	8A					0.8	0	1.62	1.8			B1-3-D60	
7679	B1-3-D60	2013/10/15	502	"P29,8B"		0817	9	10.7	1098.1	1099.4	P2	"9,8B"					1.3	0	10.36	11.51			B1-3-D60	
7680	B1-3-D60	2013/10/15	502	P210A		0817	10	10.7	1102.8	1105	P2	10A					2.2	1.7	17.7	19.67			B1-3-D60	
10001	B1-3-D60	2016/10/27	502	S215+16			1	12.9	1001.4	1004.4	S2	15+16					3	0	13.57	9.76			B1-3-D60	
10002	B1-3-D60	2016/10/27	502	S33C			2	12.9	1013.8	1014.8	S3	3C					1	1	17.39	12.51			B1-3-D60	
10003	B1-3-D60	2016/10/27	502	S33D			3	12.9	1015.3	1015.7	S3	3D					0.4	0.2	20.47	14.73			B1-3-D60	
10004	B1-3-D60	2016/10/27	502	S35+6B			4	12.9	1021	1021.8	S3	5+6B					0.8	0.8	14.15	10.18			B1-3-D60	
10005	B1-3-D60	2016/10/27	502	S37			5	12.9	1023.4	1024.8	S3	7					1.4	1.4	30.28	21.79			B1-3-D60	
10006	B1-3-D60	2016/10/27	502	S38			6	12.9	1025.2	1025.8	S3	8					0.6	0.6	21.98	15.81			B1-3-D60	
10007	B1-3-D60	2016/10/27	502	P17B			7	12.9	1071.2	1072.8	P1	7B					1.6	0.6	21.16	15.22			B1-3-D60	
12473	B1-3-D60	2020/10/12	502	S33C			3	12	1013.8	1014.8	S3	3C					1	1	9.56	6.37			B1-3-D60	
12474	B1-3-D60	2020/10/12	502	S34B			4	12	1016.6	1017.2	S3	4B					0.6	0.6	7.56	5.04			B1-3-D60	
12475	B1-3-D60	2020/10/12	502	"P16C,6B"			5	12	1067.3	1068.7	P1	"6C,6B"					1.4	0	30.15	20.1			B1-3-D60	
12476	B1-3-D60	2020/10/12	502	P17A			6	12	1069.7	1070.3	P1	7A					0.6	0.4	11.28	7.52			B1-3-D60	
12477	B1-3-D60	2020/10/12	502	P17B			7	12	1071.2	1072.8	P1	7B					1.6	0.6	32.6	21.74			B1-3-D60	
12478	B1-3-D60	2020/10/12	502	"P29,8B"			8	12	1098.1	1099.4	P2	"9,8B"					1.3	0	15.24	10.16			B1-3-D60	
12479	B1-3-D60	2020/10/12	502	P210A			9	12	1102.8	1105	P2	10A					2.2	1.7	12.69	8.46			B1-3-D60	
12480	B1-3-D60	2020/10/12	502	S214-16			1	12	999.1	1000.7	S2	14-16					1.6	0	12.5	8.33			B1-3-D60	
12481	B1-3-D60	2020/10/12	502	S215+16			2	12	1001.4	1004.4	S2	15+16					3	0	18.42	12.28			B1-3-D60	
1216	B1-3-D61	2003/3/20	502	P1*4			5	9.9	1073.1	1073.7	P1	*4					0.6	0.4	0.14	4.73	0		B1-3-D61	
1217	B1-3-D61	2003/3/20	502	P13-4			4	9.9	1069.2	1072.6	P1	3-4					3.4	0.4	1.5	50	0		B1-3-D61	
1218	B1-3-D61	2003/3/20	502	P25A			6	9.9	1099.4	1100	P2	5A					0.6	0.6	0.39	12.84	0		B1-3-D61	
1219	B1-3-D61	2003/3/20	502	"S2*5+6A,5+6A"			1	9.9	983.7	984.4	S2	"*5+6A,5+6A"					0.7	0.4	0.2	6.76	0		B1-3-D61	
1220	B1-3-D61	2003/3/20	502	S215+16B			2	9.9	1014.6	1017.2	S2	15+16B					2.6	1.7	0.63	20.95	0		B1-3-D61	
1221	B1-3-D61	2003/3/20	502	S3*3B-S33-4			3	9.9	1025.8	1030	S3	*3B		S3	3-4		3.5	0.5	0.14	4.73	0		B1-3-D61	
2471	B1-3-D61	2005/1/28	502	萨Ⅱ5+6/1			1	7.65	983.7	984.4	萨	5+6/1					0.7	0.4	0.1	3.19	0		B1-3-D61	
2472	B1-3-D61	2005/1/28	502	葡Ⅰ4			7	7.65	1073.1	1073.7	葡	4					0.6	0.4	0.34	10.9	0		B1-3-D61	
2473	B1-3-D61	2005/1/28	502	葡Ⅱ5			10	7.65	1099.4	1100	葡	5					0.6	0.6	0.46	14.89	0		B1-3-D61	
2474	B1-3-D61	2005/1/28	502	萨Ⅲ3/2			3	7.65	1025.8	1027.5	萨	3/2					1.7	0.5	0.62	19.95	0		B1-3-D61	
2475	B1-3-D61	2005/1/28	502	萨Ⅲ3-4			4	7.65	1028.2	1030	萨	3-4					1.8	0	0.12	3.99	0		B1-3-D61	
2476	B1-3-D61	2005/1/28	502	葡Ⅰ3-4			6	7.65	1069.2	1072.6	葡	3-4					3.4	0.4	0.41	13.3	0		B1-3-D61	
2477	B1-3-D61	2005/1/28	502	葡Ⅰ6			8	7.65	1076.6	1077.4	葡	6					0.8	0.5	0.21	6.65	0		B1-3-D61	
2478	B1-3-D61	2005/1/28	502	葡Ⅰ7			9	7.65	1081.6	1083.8	葡	7					2.2	0.6	0.36	11.7	0		B1-3-D61	
2479	B1-3-D61	2005/1/28	502	萨Ⅲ4			5	7.65	1030.5	1031.1	萨	4					0.6	0.2	0.08	2.66	0		B1-3-D61	
2480	B1-3-D61	2005/1/28	502	萨Ⅱ15+16/2			2	7.65	1014.6	1017.2	萨	15+16/2					2.6	1.7	0.4	12.77	0		B1-3-D61	
2481	B1-3-D61	2006/4/6	502	P13-4			1	9.73	1069.2	1072.6	P1	3-4					3.4	0.4	0.96	31.91	0		B1-3-D61	
2482	B1-3-D61	2006/4/6	502	"P1*6D,*6C"			3	9.73	1077.9	1079.1	P1	"*6D,*6C"					1.2	0	0.36	11.91	0		B1-3-D61	
2483	B1-3-D61	2006/4/6	502	P25A			5	9.73	1099.4	1100	P2	5A					0.6	0.6	0.6	20	0		B1-3-D61	
2484	B1-3-D61	2006/4/6	502	P1*4-P16A			2	9.73	1073.1	1075.7	P1	*4		P1	6A		1.2	0.6	0.53	17.75	0		B1-3-D61	
2485	B1-3-D61	2006/4/6	502	P17			4	9.73	1081.6	1083.8	P1	7					2.2	0.5	0.55	18.43	0		B1-3-D61	
4416	B1-3-D61	2008/7/21	502	S24A	SMP300	MP38-85E	1	6.8	980.8	981.8	S2	4A					1	0.5	5	7.55	0		B1-3-D61	
4417	B1-3-D61	2008/7/21	502	P1*4	SMP300	MP38-85E	5	6.8	1073.1	1073.7	P1	*4					0.6	0.4	7	10.75	0		B1-3-D61	
4418	B1-3-D61	2008/7/21	502	P17	SMP300	MP38-85E	6	6.8	1081.6	1083.8	P1	7					2.2	0.5	7	10.04	0		B1-3-D61	
4419	B1-3-D61	2008/7/21	502	P13-4	SMP300	MP38-85E	4	6.8	1069.2	1072.6	P1	3-4					3.4	0.4	37	51.94	0		B1-3-D61	
4420	B1-3-D61	2008/7/21	502	"S25+6A,*5+6A"	SMP300	MP38-85E	3	6.8	983.7	984.4	S2	"5+6A,*5+6A"					0.7	0	10	14.76	0		B1-3-D61	
4421	B1-3-D61	2008/7/21	502	S24B	SMP300	MP38-85E	2	6.8	982.2	983	S2	4B					0.8	0.6	3	4.97	0		B1-3-D61	
5771	B1-3-D61	2010/9/10	502	"S25+6A,*5+6A"	五参数组合测井仪	MP38-85E	3	9	983.7	984.4	S2	"5+6A,*5+6A"					0.7	0	15.94	21.26			B1-3-D61	
5772	B1-3-D61	2010/9/10	502	P13-4	五参数组合测井仪	MP38-85E	4	9	1069.2	1072.6	P1	3-4					3.4	0.4	26.87	35.83			B1-3-D61	
5773	B1-3-D61	2010/9/10	502	P17	五参数组合测井仪	MP38-85E	5	9	1081.6	1083.8	P1	7					2.2	0.5	15.85	21.14			B1-3-D61	
5774	B1-3-D61	2010/9/10	502	S24A	五参数组合测井仪	MP38-85E	1	9	980.8	981.8	S2	4A					1	0.5	5.91	7.88			B1-3-D61	
5775	B1-3-D61	2010/9/10	502	S24B	五参数组合测井仪	MP38-85E	2	9	982.2	983	S2	4B					0.8	0.6	10.42	13.89			B1-3-D61	
6193	B1-3-D61	2011/3/31	502	P14	五参数组合测井仪	MP38-85E	1	10.3	1073.1	1073.7	P1	4					0.6	0	34.61	48.07			B1-3-D61	
6194	B1-3-D61	2011/3/31	502	P17	五参数组合测井仪	MP38-85E	2	10.3	1081.6	1083.8	P1	7					2.2	0.5	37.39	51.93			B1-3-D61	
7195	B1-3-D61	2012/10/7	502	S25+6A	五参数组合测井仪	MP38-85E	1	10.2	983.7	984.4	S2	5+6A					0.7	0.4	4.86	5.12			B1-3-D61	
7196	B1-3-D61	2012/10/7	502	P13-4	五参数组合测井仪	MP38-85E	2	10.2	1069.2	1070.04							0.8	0	30.49	32.09			B1-3-D61	
7197	B1-3-D61	2012/10/7	502	P13-4	五参数组合测井仪	MP38-85E	3	10.2	1070.04	1072.6							2.6	0	33.03	34.77			B1-3-D61	
7198	B1-3-D61	2012/10/7	502	P14	五参数组合测井仪	MP38-85E	4	10.2	1073.1	1073.7	P1	4					0.6	0	9.45	9.95			B1-3-D61	
7199	B1-3-D61	2012/10/7	502	P25A	五参数组合测井仪	MP38-85E	5	10.2	1099.4	1100	P2	5A					0.6	0.6	17.17	18.07			B1-3-D61	
9254	B1-3-D61	2015/9/8	502	S215+16B			1	11.4	1014.6	1017.2	S2	15+16B					2.6	1.7	18.98	23.72			B1-3-D61	
9255	B1-3-D61	2015/9/8	502	P13-4			2	11.4	1069.2	1072.6	P1	3-4					3.4	0.4	11.58	14.48			B1-3-D61	
9256	B1-3-D61	2015/9/8	502	P14			3	11.4	1073.1	1073.7	P1	4					0.6	0	3.62	4.52			B1-3-D61	
9257	B1-3-D61	2015/9/8	502	P16B			4	11.4	1076.6	1077.4	P1	6B					0.8	0.5	6.34	7.93			B1-3-D61	
9258	B1-3-D61	2015/9/8	502	"P16D,6C"			5	11.4	1077.9	1079.1	P1	"6D,6C"					1.2	0	3.81	4.76			B1-3-D61	
9259	B1-3-D61	2015/9/8	502	P17			6	11.4	1081.6	1083.8	P1	7					2.2	0.5	35.67	44.59			B1-3-D61	
11904	B1-3-D61	2019/5/9	502	P13-4			1	112.5	1069.2	1070.36	P1	3-4					1.2	0	22.36	13.72			B1-3-D61	
11905	B1-3-D61	2019/5/9	502				2	112.5	1070.36	1072.6	P1	3-4					2.2	0	25.28	15.51			B1-3-D61	
11906	B1-3-D61	2019/5/9	502	P16A			3	112.5	1075.1	1075.7	P1	6A					0.6	0.2	31.25	19.17			B1-3-D61	
11907	B1-3-D61	2019/5/9	502	P16B			4	112.5	1076.6	1077.4	P1	6B					0.8	0.5	31.84	19.53			B1-3-D61	
11908	B1-3-D61	2019/5/9	502	P17			5	112.5	1081.6	1082.68	P1	7					1.1	0	23.78	14.59			B1-3-D61	
11909	B1-3-D61	2019/5/9	502				6	112.5	1082.68	1083.8	P1	7					1.1	0	28.49	17.48			B1-3-D61	
12567	B1-3-D61	2020/9/27	502	S33B			1	12	1025.8	1027.5	S3	3B					1.7	0	30.72	19.2			B1-3-D61	
12568	B1-3-D61	2020/9/27	502	S33-4			2	12	1028.2	1030	S3	3-4					1.8	0	10.21	6.38			B1-3-D61	
12569	B1-3-D61	2020/9/27	502	P13-4			3	12	1069.2	1071.03	P1	3-4					1.8	0	19.89	12.43			B1-3-D61	
12570	B1-3-D61	2020/9/27	502				4	12	1071.03	1072.6	P1	3-4					1.6	0	30.38	18.99			B1-3-D61	
12571	B1-3-D61	2020/9/27	502	"P16D,6C"			5	12	1077.9	1079.1	P1	"6D,6C"					1.2	0	34.48	21.55			B1-3-D61	
12572	B1-3-D61	2020/9/27	502	P17			6	12	1081.6	1083.8	P1	7					2.2	0.5	34.32	21.45			B1-3-D61	
1222	B1-3-D63	2003/3/19	502	P210A-P210B			2	13.1	1135.4	1139.2	P2	10A		P2	10B		3.4	2.2	1.28	38.71	0		B1-3-D63	
1223	B1-3-D63	2003/3/19	502	S34-6-S3*5+6			1	13.1	1052.8	1058.5	S3	4-6		S3	*5+6		4.8	1.5	2.02	61.29	0		B1-3-D63	
2486	B1-3-D63	2006/4/6	502	P14A			2	9.68	1093	1095.3	P1	4A					2.3	1.6	0.42	26.4	0		B1-3-D63	
2487	B1-3-D63	2006/4/6	502	P14B			3	9.68	1096	1097	P1	4B					1	0.8	0.52	32.6	0		B1-3-D63	
2997	B1-3-D63	2006/4/6	502	"P13B,3A"			1	9.68	1090.4	1092.5	P1	"3B,3A"					2.1	0.6	0.66	41	0		B1-3-D63	
12573	B1-3-D63	2020/8/27	502	"P13B,3A"			1	12.1	1090.4	1092.5	P1	"3B,3A"					2.1	0.3	25.57	25.57			B1-3-D63	
12574	B1-3-D63	2020/8/27	502	P14A			2	12.1	1093	1094.31	P1	4A					1.3	0	6.71	6.71			B1-3-D63	
12575	B1-3-D63	2020/8/27	502				3	12.1	1094.31	1095.3	P1	4A					1	0	47.96	47.96			B1-3-D63	
12576	B1-3-D63	2020/8/27	502	P210A			4	12.1	1135.4	1137.4	P2	10A					2	1.3	19.76	19.76			B1-3-D63	
1224	B1-3-D64	2003/6/15	502	"葡Ⅱ1,1"	同位素测井仪		2	13	1132.1	1134.2	葡	"1,1"					2.1	1.2	6.24	6.86	0		B1-3-D64	
1225	B1-3-D64	2003/6/15	502	葡Ⅱ2⑴-葡Ⅱ2⑵	同位素测井仪		3	13	1135	1137.7	葡	2⑴		葡	2⑵		1.9	0.6	42.2	46.37	0		B1-3-D64	
1226	B1-3-D64	2003/6/15	502	"萨Ⅲ*2,*2-萨Ⅲ3"	同位素测井仪		1	13	1068.1	1072.2	萨	"*2,*2"		萨	3		3	0.6	42.57	46.78	0		B1-3-D64	
2488	B1-3-D64	2005/1/25	502	葡Ⅱ2			1	12.6	1135	1135.5	葡	2					0.5	0	0.56	21.03	0		B1-3-D64	
2489	B1-3-D64	2005/1/25	502	"葡Ⅱ3,3"			3	12.6	1138.6	1140.7	葡	"3,3"					2.1	0.4	0.42	15.86	0		B1-3-D64	
2490	B1-3-D64	2005/1/25	502	葡Ⅱ2			2	12.6	1136.3	1137.7	葡	2					1.4	0.6	1.68	63.1	0		B1-3-D64	
4170	B1-3-D64	2008/7/22	502	"P21A,7B"	SMP-300	MP38-85E	1	12.4	1132.1	1134.2	P2	"1A,7B"					2.1	0	25	36.92	0		B1-3-D64	
4171	B1-3-D64	2008/7/22	502	"P25A,*5A"	SMP-300	MP38-85E	6	12.4	1145	1146.1							1.1	0	6	8.8	0		B1-3-D64	
4172	B1-3-D64	2008/7/22	502	P21B	SMP-300	MP38-85E	2	12.4	1135	1135.5	P2	1B					0.5	0.6	5	8.5	0		B1-3-D64	
4173	B1-3-D64	2008/7/22	502	"P2*3B,*3A,10B"	SMP-300	MP38-85E	4	12.4	1138.6	1140.7	P2	"*3B,*3A,10B"					2.1	0	14	20.3	0		B1-3-D64	
4174	B1-3-D64	2008/7/22	502	P22	SMP-300	MP38-85E	3	12.4	1136.3	1137.7	P2	2					1.4	0.9	14	20.48	0		B1-3-D64	
4175	B1-3-D64	2008/7/22	502	P24	SMP-300	MP38-85E	5	12.4	1144.1	1144.5	P2	4					0.4	0	3	5	0		B1-3-D64	
5640	B1-3-D64	2010/3/26	502	"P21A,7B"	五参数组合测井仪	MP38B-125G	1	11.82	1132.1	1134.2	P2	"1A,7B"					2.1	0.2	7.61	9.28	0		B1-3-D64	
5641	B1-3-D64	2010/3/26	502	"P2*3B,*3A,10B"	五参数组合测井仪	MP38B-125G	4	11.82	1138.6	1140.7	P2	"*3B,*3A,10B"					2.1	0.9	21.54	26.27	0		B1-3-D64	
5642	B1-3-D64	2010/3/26	502	P22	五参数组合测井仪	MP38B-125G	3	11.82	1136.3	1137.7	P2	2					1.4	0.6	18.9	23.05	0		B1-3-D64	
5643	B1-3-D64	2010/3/26	502	P21B	五参数组合测井仪	MP38B-125G	2	11.82	1135	1135.5	P2	1B					0.5	0	5.95	7.25	0		B1-3-D64	
5644	B1-3-D64	2010/3/26	502	P23C	五参数组合测井仪	MP38B-125G	5	11.82	1141.4	1142.4	P2	3C					1	0	9.23	11.26	0		B1-3-D64	
5645	B1-3-D64	2010/3/26	502	P24	五参数组合测井仪	MP38B-125G	6	11.82	1144.1	1144.5	P2	4					0.4	0	9.6	11.71	0		B1-3-D64	
5646	B1-3-D64	2010/3/26	502	"P25A,*5A"	五参数组合测井仪	MP38B-125G	7	11.82	1145	1146.1	P2	"5A,*5A"					1.1	0	9.18	11.2	0		B1-3-D64	
9248	B1-3-D64	2015/9/8	502	"P21A,7B"			1	13.2	1132.1	1134.2	P2	"1A,7B"					2.1	0.2	19.35	29.77			B1-3-D64	
9249	B1-3-D64	2015/9/8	502	P21B			2	13.2	1135	1135.5	P2	1B					0.5	0	6.66	10.24			B1-3-D64	
9250	B1-3-D64	2015/9/8	502	P22			3	13.2	1136.3	1137.7	P2	2					1.4	0.6	9.1	14			B1-3-D64	
9251	B1-3-D64	2015/9/8	502	"P2*3B,*3A,10B"			4	13.2	1138.6	1140.7	P2	"*3B,*3A,10B"					2.1	0.9	10.69	16.44			B1-3-D64	
9252	B1-3-D64	2015/9/8	502	P23C			5	13.2	1141.4	1142.4	P2	3C					1	0	6.6	10.16			B1-3-D64	
9253	B1-3-D64	2015/9/8	502	"P24～P25A,*5A"			6	13.2	1144.1	1146.1	P2	4		P2	"5A,*5A"		2	0	12.6	19.39			B1-3-D64	
1227	B1-3-D65	2004/4/11	502	P13-4	PL2000		3	11.6	1123.3	1125	P1	3-4					1.7	0.9	2.77	3.9	0		B1-3-D65	
1228	B1-3-D65	2004/4/11	502	P14⑴	PL2000		4	11.6	1126.1	1126.6	P1	4⑴					0.5	0	6.82	9.6	0		B1-3-D65	
1229	B1-3-D65	2004/4/11	502	P17	PL2000		5	11.6	1136.6	1139	P1	7					2.4	1.2	5.33	7.5	0		B1-3-D65	
1230	B1-3-D65	2004/4/11	502	P210	PL2000		6	11.6	1167.3	1169.2	P2	10					1.9	0.2	8.41	11.84	0		B1-3-D65	
1231	B1-3-D65	2004/4/11	502	S2*4⑵	PL2000		1	11.6	1036.1	1036.6	S2	*4⑵					0.5	0	3.41	4.8	0		B1-3-D65	
1232	B1-3-D65	2004/4/11	502	"S25+6,5-7"	PL2000		2	11.6	1038	1041.1	S2	"5+6,5-7"		S2	"5+6,5-7"		3.1	1.6	44.28	62.37	0		B1-3-D65	
1233	B1-3-D65	2002/3/22	502	萨Ⅱ5+6			1	9.8	1038	1041.1	萨	5+6					3.1	0.4	2.81	70.36	0		B1-3-D65	
1234	B1-3-D65	2002/3/22	502	萨Ⅲ3			2	9.8	1080.9	1082	萨	3					1.1	0	0.38	9.59	0		B1-3-D65	
1235	B1-3-D65	2002/3/22	502	萨Ⅲ5+6			3	9.8	1088.6	1090.4	萨	5+6		萨	5+6		1	0.2	0.8	20.04	0		B1-3-D65	
2491	B1-3-D65	2006/4/5	502				1	11.8	1039.09	1040.59							0	0	1.08	36.14	0		B1-3-D65	
2492	B1-3-D65	2006/4/5	502	S3*3B			2	11.8	1080.9	1082	S3	*3B					1.1	0	0.82	27.31	0		B1-3-D65	
2493	B1-3-D65	2006/4/5	502	S35+6B			3	11.8	1088.6	1089.2	S3	5+6B					0.6	0.2	1.1	36.55	0		B1-3-D65	
4422	B1-3-D65	2008/11/4	502	"S25+6B,5+6A"	五参数组合测井仪	MP38-85E	1	10	1038	1041.1	S2	"5+6B,5+6A"					3.1	0	21	53.9	0		B1-3-D65	
4423	B1-3-D65	2008/11/4	502	P21	五参数组合测井仪	MP38-85E	3	10	1141.3	1142.4	P2	1					1.1	0	8	22.27	0		B1-3-D65	
4424	B1-3-D65	2008/11/4	502	P14A	五参数组合测井仪	MP38-85E	2	10	1126.1	1126.6	P1	4A					0.5	0	9	23.84	0		B1-3-D65	
5647	B1-3-D65	2010/4/7	502	"S25+6B,5+6A"	五参数组合测井仪	MP38B-125G	1	10.5	1038	1041.1	S2	"5+6B,5+6A"					3.1	0	90	100	0		B1-3-D65	
